id_geografico,nombre,poblacion_total,poblacion_mayor_de_25,ingreso_medio,valor_medio_de_vivienda,educacion,poblacion_blanca,poblacion_afroamericana,poblacion_nativa,poblacion_asiatica,nativo_hawaiano,alguna_otra_etnia,dos_o_mas_etnias,poblacion_hispana_o_latina,ciudad,area_metropolitana
51179010204,"nombre 102.04, Stafford County, Virginia",9580,6351,17044600,51590000,278100,634000,1351,8,345,0,14,75300,769,Washington,Washington-Arlington-Alexandria
51179010205,"nombre 102.05, Stafford County, Virginia",6752,4314,13160300,34200000,183000,458000,964,24,496,1700,19,30200,718,Washington,Washington-Arlington-Alexandria
51179010502,"nombre 105.02, Stafford County, Virginia",4309,2970,8824700,26830000,101600,365000,354,17,23,0,7,15900,99,Washington,Washington-Arlington-Alexandria
51179010103,"nombre 101.03, Stafford County, Virginia",3975,2716,11083300,35200000,134300,256500,574,59,128,1200,56,13900,871,Washington,Washington-Arlington-Alexandria
51179010207,"nombre 102.07, Stafford County, Virginia",8882,5440,7180400,23440000,150800,320400,2480,0,381,0,0,35600,493,Washington,Washington-Arlington-Alexandria
51187020602,"nombre 206.02, Warren County, Virginia",2846,1929,7041700,21920000,37100,237100,55,0,88,0,0,10300,229,Washington,Washington-Arlington-Alexandria
51187020700,"nombre 207, Warren County, Virginia",3014,2249,6889100,24890000,37500,289800,23,8,0,0,0,0,85,Washington,Washington-Arlington-Alexandria
51187020100,"nombre 201, Warren County, Virginia",8572,5901,8299800,23520000,124537,802400,104,0,46,0,0,19000,208,Washington,Washington-Arlington-Alexandria
51187020500,"nombre 205, Warren County, Virginia",4272,3014,3931000,14920000,26000,310100,534,12,47,0,0,28600,292,Washington,Washington-Arlington-Alexandria
51187020300,"nombre 203, Warren County, Virginia",6832,4969,6984400,25060000,103000,643300,90,0,0,0,0,20900,100,Washington,Washington-Arlington-Alexandria
51187020400,"nombre 204, Warren County, Virginia",4716,3176,5055700,16860000,59600,371400,387,81,117,0,0,18000,276,Washington,Washington-Arlington-Alexandria
51187020200,"nombre 202, Warren County, Virginia",2747,2051,9756300,29640000,59800,263400,54,0,19,0,0,0,40,Washington,Washington-Arlington-Alexandria
51510200701,"nombre 2007.01, Alexandria city, Virginia",766,668,11869000,66666666600,51300,57300,64,0,23,0,0,500,101,Washington,Washington-Arlington-Alexandria
51510200703,"nombre 2007.03, Alexandria city, Virginia",3393,2553,10625000,63260000,201000,216200,907,0,37,0,11,13000,146,Washington,Washington-Arlington-Alexandria
51510200404,"nombre 2004.04, Alexandria city, Virginia",3809,2916,16370200,56000000,244100,261500,525,0,247,507,10,12100,291,Washington,Washington-Arlington-Alexandria
51510200403,"nombre 2004.03, Alexandria city, Virginia",1310,1128,10528800,38020000,82700,67100,212,0,168,0,7,13400,118,Washington,Washington-Arlington-Alexandria
51510201802,"nombre 2018.02, Alexandria city, Virginia",2069,1686,15354200,89890000,123000,150700,369,0,68,0,0,2000,105,Washington,Washington-Arlington-Alexandria
51510200104,"nombre 2001.04, Alexandria city, Virginia",4121,2658,4956800,66666666600,77700,107400,906,22,496,0,12,8600,1843,Washington,Washington-Arlington-Alexandria
51510200105,"nombre 2001.05, Alexandria city, Virginia",4130,3465,5082000,66666666600,149200,106900,2640,0,74,0,0,15200,195,Washington,Washington-Arlington-Alexandria
51510200201,"nombre 2002.01, Alexandria city, Virginia",3427,2886,9569000,38020000,195000,200700,577,8,293,507,0,4900,501,Washington,Washington-Arlington-Alexandria
51510200301,"nombre 2003.01, Alexandria city, Virginia",3833,2761,8428600,37930000,160700,139700,1052,9,321,0,19,9890,801,Washington,Washington-Arlington-Alexandria
51510201202,"nombre 2012.02, Alexandria city, Virginia",3033,2287,13625000,60650000,180900,216600,448,6,150,0,0,11500,153,Washington,Washington-Arlington-Alexandria
51510202002,"nombre 2020.02, Alexandria city, Virginia",2233,1983,11507800,84660000,144200,191300,94,37,88,0,22,4700,871,Washington,Washington-Arlington-Alexandria
51510200102,"nombre 2001.02, Alexandria city, Virginia",4428,2931,6164000,54520000,111100,145700,1200,64,140,0,12,11900,1500,Washington,Washington-Arlington-Alexandria
51510201203,"nombre 2012.03, Alexandria city, Virginia",8184,5226,5364600,51760000,164100,163400,1091,0,362,0,12,19700,493,Washington,Washington-Arlington-Alexandria
51510201204,"nombre 2012.04, Alexandria city, Virginia",3832,3067,0,47190000,164600,208508,746,0,224,0,0,17900,1127,Washington,Washington-Arlington-Alexandria
51510201801,"nombre 2018.01, Alexandria city, Virginia",6581,5799,11806800,59580000,461800,472500,1053,0,371,507,0,9400,338,Washington,Washington-Arlington-Alexandria
51510201500,"nombre 2015, Alexandria city, Virginia",4034,3080,16777200,83090000,248600,362400,87,42,73,0,7,5900,142,Washington,Washington-Arlington-Alexandria
51510201600,"nombre 2016, Alexandria city, Virginia",5582,4546,12824400,62480000,339500,332300,1108,35,177,0,42,9890,649,Washington,Washington-Arlington-Alexandria
51510200500,"nombre 2005, Alexandria city, Virginia",4296,2857,4512600,26310000,100600,136100,1792,0,103,0,15,16800,857,Washington,Washington-Arlington-Alexandria
51510200802,"nombre 2008.02, Alexandria city, Virginia",3381,2408,9568500,37800000,147600,174100,732,0,99,0,70,20500,534,Washington,Washington-Arlington-Alexandria
51510201900,"nombre 2019, Alexandria city, Virginia",1631,1411,12798100,77080000,125400,141500,58,0,46,0,0,1000,102,Washington,Washington-Arlington-Alexandria
51510200202,"nombre 2002.02, Alexandria city, Virginia",1590,1205,20954500,88830000,106700,129800,13,0,73,507,0,5100,155,Washington,Washington-Arlington-Alexandria
51510200600,"nombre 2006, Alexandria city, Virginia",4811,3474,9184200,37960000,170600,206400,1345,20,523,0,0,0,705,Washington,Washington-Arlington-Alexandria
51510200801,"nombre 2008.01, Alexandria city, Virginia",2770,1909,18178600,84630000,141600,194800,226,0,133,507,0,6200,401,Washington,Washington-Arlington-Alexandria
51510202001,"nombre 2020.01, Alexandria city, Virginia",2146,1710,19861100,100490000,155300,199700,50,0,24,0,8,2400,43,Washington,Washington-Arlington-Alexandria
51510200302,"nombre 2003.02, Alexandria city, Virginia",5229,3568,10656300,58930000,153600,187400,1264,0,598,1000,15,15000,1318,Washington,Washington-Arlington-Alexandria
51510200303,"nombre 2003.03, Alexandria city, Virginia",5035,3898,7115900,24680000,199500,213100,1740,0,425,0,0,20800,531,Washington,Washington-Arlington-Alexandria
51510200900,"nombre 2009, Alexandria city, Virginia",5344,3117,18767400,80790000,320100,450100,346,0,89,0,7,18500,216,Washington,Washington-Arlington-Alexandria
51510201300,"nombre 2013, Alexandria city, Virginia",3714,3024,13687500,67960000,254100,301700,273,0,120,0,0,4100,263,Washington,Washington-Arlington-Alexandria
51510201400,"nombre 2014, Alexandria city, Virginia",4394,3294,12622300,72370000,261400,347700,198,0,118,1300,0,6800,520,Washington,Washington-Arlington-Alexandria
51510201100,"nombre 2011, Alexandria city, Virginia",3512,2257,14706300,81490000,177100,253700,99,0,306,1100,34,7600,449,Washington,Washington-Arlington-Alexandria
51510201000,"nombre 2010, Alexandria city, Virginia",2685,2354,9947900,30080000,200900,226700,47,0,37,0,0,5400,280,Washington,Washington-Arlington-Alexandria
51510200106,"nombre 2001.06, Alexandria city, Virginia",3574,2687,7194400,53260000,132500,144500,760,0,307,0,0,11400,948,Washington,Washington-Arlington-Alexandria
51510200107,"nombre 2001.07, Alexandria city, Virginia",6226,5222,9539100,24410000,350400,208508,1575,0,644,0,25,20900,918,Washington,Washington-Arlington-Alexandria
51510200405,"nombre 2004.05, Alexandria city, Virginia",7305,5486,7096200,0,269300,221800,2282,0,703,0,16,42600,1660,Washington,Washington-Arlington-Alexandria
51510200406,"nombre 2004.06, Alexandria city, Virginia",5314,3117,7683500,19560000,124537,146900,2111,0,536,0,18,26200,918,Washington,Washington-Arlington-Alexandria
51510200407,"nombre 2004.07, Alexandria city, Virginia",4026,3102,7425700,2838168525,167300,208508,1290,0,335,0,0,31000,344,Washington,Washington-Arlington-Alexandria
51510200702,"nombre 2007.02, Alexandria city, Virginia",4915,4466,12098000,52610000,360000,208508,536,0,380,0,0,14300,196,Washington,Washington-Arlington-Alexandria
54037972505,"nombre 9725.05, Jefferson County, Virginia Occidental",2660,1965,3944900,2838168525,36300,206000,358,0,30,0,68,2300,121,Washington,Washington-Arlington-Alexandria
54037972701,"nombre 9727.01, Jefferson County, Virginia Occidental",2752,2050,6003000,16350000,26200,254500,32,25,0,0,0,3700,113,Washington,Washington-Arlington-Alexandria
54037972702,"nombre 9727.02, Jefferson County, Virginia Occidental",4342,3008,7142900,17620000,69900,395500,4,15,26,0,0,11900,223,Washington,Washington-Arlington-Alexandria
54037972503,"nombre 9725.03, Jefferson County, Virginia Occidental",3413,2327,7898400,21300000,74000,282000,302,0,46,0,11,1100,223,Washington,Washington-Arlington-Alexandria
54037972506,"nombre 9725.06, Jefferson County, Virginia Occidental",3556,2311,7158300,25450000,76600,262300,429,0,113,0,0,9890,367,Washington,Washington-Arlington-Alexandria
54037972501,"nombre 9725.01, Jefferson County, Virginia Occidental",4807,3269,8796300,24150000,132500,376800,308,0,58,0,0,15600,517,Washington,Washington-Arlington-Alexandria
54037972601,"nombre 9726.01, Jefferson County, Virginia Occidental",2033,1464,6013200,19400000,46500,188400,39,4,9,0,15,3300,871,Washington,Washington-Arlington-Alexandria
54037972602,"nombre 9726.02, Jefferson County, Virginia Occidental",4134,2772,10571400,30670000,117600,390800,38,0,52,0,0,1900,117,Washington,Washington-Arlington-Alexandria
54037972203,"nombre 9722.01, Jefferson County, Virginia Occidental",2517,1857,9853300,27950000,78800,230200,62,6,13,0,0,5100,83,Washington,Washington-Arlington-Alexandria
54037972201,"nombre 9722.01, Jefferson County, Virginia Occidental",4916,2859,9757400,0,145300,409900,351,906,136,0,6,20500,119,Washington,Washington-Arlington-Alexandria
54037972204,"nombre 9722.04, Jefferson County, Virginia Occidental",2645,1617,4275900,24190000,53800,0,123,6,3,0,0,6200,18,Washington,Washington-Arlington-Alexandria
54037972402,"nombre 9724.02, Jefferson County, Virginia Occidental",4825,3338,6633100,19630000,76800,360000,532,0,72,0,25,12700,469,Washington,Washington-Arlington-Alexandria
54037972800,"nombre 9728, Jefferson County, Virginia Occidental",5894,4278,999036776,24750000,112800,531400,118,52,143,0,0,7000,197,Washington,Washington-Arlington-Alexandria
54037972300,"nombre 9723, Jefferson County, Virginia Occidental",4633,3205,7375000,21780000,80600,383200,396,0,9,507,29,10200,265,Washington,Washington-Arlington-Alexandria
24003990000,"nombre 9900, Anne Arundel County, Maryland",0,0,66666666600,66666666600,0,0,0,0,0,0,0,0,0,Baltimore,Baltimore-Columbia-Towson
24003708004,"nombre 7080.04, Anne Arundel County, Maryland",5996,3770,6676900,66666666600,81600,442700,957,38,496,0,0,15200,422,Baltimore,Baltimore-Columbia-Towson
24003708001,"nombre 7080.01, Anne Arundel County, Maryland",3787,2856,10687500,45210000,96200,350000,73,0,37,0,32,9890,74,Baltimore,Baltimore-Columbia-Towson
24003702209,"nombre 7022.09, Anne Arundel County, Maryland",4467,2784,15194400,48370000,180600,355000,322,10,123,0,0,9890,320,Baltimore,Baltimore-Columbia-Towson
24003702702,"nombre 7027.02, Anne Arundel County, Maryland",3715,2760,16140600,68310000,185100,323100,321,0,23,0,0,1100,129,Baltimore,Baltimore-Columbia-Towson
24003740702,"nombre 7407.02, Anne Arundel County, Maryland",9811,6936,10803100,34250000,387800,684900,1249,41,377,0,25,64600,624,Baltimore,Baltimore-Columbia-Towson
24003702205,"nombre 7022.05, Anne Arundel County, Maryland",5746,4059,10479500,40440000,226000,442000,906,0,58,0,0,28400,73,Baltimore,Baltimore-Columbia-Towson
24003702204,"nombre 7022.04, Anne Arundel County, Maryland",4236,2886,13881600,46670000,187000,343000,157,9,227,0,9,7600,328,Baltimore,Baltimore-Columbia-Towson
24003706301,"nombre 7063.01, Anne Arundel County, Maryland",4233,3385,7169300,31180000,183000,267500,1204,0,25,0,21,8100,227,Baltimore,Baltimore-Columbia-Towson
24003702206,"nombre 7022.06, Anne Arundel County, Maryland",6694,4533,10664200,28700000,238400,444900,1093,0,348,0,0,38600,418,Baltimore,Baltimore-Columbia-Towson
24003706302,"nombre 7063.02, Anne Arundel County, Maryland",3145,2673,9187500,71010000,188600,259800,132,0,58,0,22,4400,313,Baltimore,Baltimore-Columbia-Towson
24003731105,"nombre 7027.01, Anne Arundel County, Maryland",3574,2484,9725000,38970000,123400,314700,123,0,162,0,0,3900,103,Baltimore,Baltimore-Columbia-Towson
24003702701,"nombre 7027.01, Anne Arundel County, Maryland",4617,3769,9149600,29690000,0,342200,640,0,286,0,0,7800,191,Baltimore,Baltimore-Columbia-Towson
24003730506,"nombre 7305.06, Anne Arundel County, Maryland",3416,2244,4483100,21460000,57500,106600,1629,0,238,507,11,4000,432,Baltimore,Baltimore-Columbia-Towson
24003730505,"nombre 7305.05, Anne Arundel County, Maryland",4673,2989,5078400,18920000,94000,151800,2264,0,342,0,11,14200,396,Baltimore,Baltimore-Columbia-Towson
24003731104,"nombre 7311.04, Anne Arundel County, Maryland",4336,2898,10598200,37690000,118500,348600,256,0,158,0,0,22100,215,Baltimore,Baltimore-Columbia-Towson
24003731004,"nombre 7310.04, Anne Arundel County, Maryland",4408,3054,10455900,37380000,147900,399600,61,0,135,0,0,900,207,Baltimore,Baltimore-Columbia-Towson
24003731003,"nombre 7310.03, Anne Arundel County, Maryland",4166,2869,9175000,36410000,130200,368200,38,0,65,600,0,14200,233,Baltimore,Baltimore-Columbia-Towson
24003740305,"nombre 7403.05, Anne Arundel County, Maryland",11647,6952,9247800,28430000,327400,264600,6870,20,356,0,0,73500,1040,Baltimore,Baltimore-Columbia-Towson
24003740701,"nombre 7407.01, Anne Arundel County, Maryland",5737,4083,9287900,28270000,238100,385000,942,0,263,0,104,19200,386,Baltimore,Baltimore-Columbia-Towson
24003740304,"nombre 7403.04, Anne Arundel County, Maryland",5158,4008,9525800,35330000,181000,330600,1094,47,193,0,0,9890,233,Baltimore,Baltimore-Columbia-Towson
24003980000,"nombre 9800, Anne Arundel County, Maryland",9,9,66666666600,66666666600,0,300,6,0,0,0,0,9890,0,Baltimore,Baltimore-Columbia-Towson
24003702300,"nombre 7501.02, Anne Arundel County, Maryland",5626,3985,12415800,59220000,199700,208508,124,35,229,507,48,9800,237,Baltimore,Baltimore-Columbia-Towson
24003706101,"nombre 7501.02, Anne Arundel County, Maryland",3686,2604,8694400,70680000,153600,266500,825,9,35,0,0,0,152,Baltimore,Baltimore-Columbia-Towson
24003730300,"nombre 7501.02, Anne Arundel County, Maryland",3470,2364,8656800,22980000,37700,262100,322,7,80,0,15,2600,399,Baltimore,Baltimore-Columbia-Towson
24003750102,"nombre 7501.02, Anne Arundel County, Maryland",2892,1870,5409700,14650000,25900,183200,606,25,150,0,14,6800,219,Baltimore,Baltimore-Columbia-Towson
24003750203,"nombre 7502.03, Anne Arundel County, Maryland",1099,850,999036776,22620000,9900,90300,58,906,28,507,8,2600,73,Baltimore,Baltimore-Columbia-Towson
24003750300,"nombre 7503, Anne Arundel County, Maryland",2953,1931,8000000,25260000,49100,232800,97,14,159,0,0,25500,100,Baltimore,Baltimore-Columbia-Towson
24003750803,"nombre 7511.03, Anne Arundel County, Maryland",7645,4657,5788600,18150000,102100,323600,2392,63,191,0,130,38300,1250,Baltimore,Baltimore-Columbia-Towson
24003751103,"nombre 7511.03, Anne Arundel County, Maryland",5194,3828,6047700,26710000,45400,431000,471,0,40,0,0,30400,69,Baltimore,Baltimore-Columbia-Towson
24003706500,"nombre 7065, Anne Arundel County, Maryland",5295,3837,8885400,42230000,176300,306800,1013,0,257,0,0,1800,939,Baltimore,Baltimore-Columbia-Towson
24003706700,"nombre 7067, Anne Arundel County, Maryland",5873,390,9694400,66666666600,15500,390600,512,15,379,2900,43,52400,465,Baltimore,Baltimore-Columbia-Towson
24003730402,"nombre 7304.02, Anne Arundel County, Maryland",6199,4532,5891100,21340000,84500,369500,1190,30,436,0,22,26900,455,Baltimore,Baltimore-Columbia-Towson
24003701102,"nombre 7011.02, Anne Arundel County, Maryland",8296,5987,8787800,33560000,203100,657900,455,20,195,0,0,23600,831,Baltimore,Baltimore-Columbia-Towson
24003730401,"nombre 7304.01, Anne Arundel County, Maryland",5341,3419,7486800,23930000,62100,317600,1333,0,201,0,0,24300,388,Baltimore,Baltimore-Columbia-Towson
24003730800,"nombre 7308, Anne Arundel County, Maryland",2477,1771,17110600,69630000,128900,0,13,0,33,0,4,3200,97,Baltimore,Baltimore-Columbia-Towson
24003730901,"nombre 7309.01, Anne Arundel County, Maryland",2604,1672,14004800,66650000,111200,209300,304,0,34,0,0,9300,80,Baltimore,Baltimore-Columbia-Towson
24003731309,"nombre 7313.09, Anne Arundel County, Maryland",5912,3921,7824500,26070000,74200,509600,473,2,23,0,14,7300,231,Baltimore,Baltimore-Columbia-Towson
24003740203,"nombre 7402.03, Anne Arundel County, Maryland",6395,4288,12818400,40980000,181600,448300,887,0,313,1000,0,27700,425,Baltimore,Baltimore-Columbia-Towson
24003740900,"nombre 7409, Anne Arundel County, Maryland",7851,4978,9037700,32310000,171700,495900,1246,0,457,0,46,16700,976,Baltimore,Baltimore-Columbia-Towson
24003701400,"nombre 7014, Anne Arundel County, Maryland",3515,2382,10843800,70980000,97500,307400,367,0,0,0,0,5700,17,Baltimore,Baltimore-Columbia-Towson
24003702601,"nombre 7026.01, Anne Arundel County, Maryland",5470,3765,9895300,38480000,229500,427500,729,0,116,0,0,15900,191,Baltimore,Baltimore-Columbia-Towson
24003707002,"nombre 7070.02, Anne Arundel County, Maryland",4900,3492,999036776,34120000,121700,429600,247,23,113,0,37,9890,131,Baltimore,Baltimore-Columbia-Towson
24003731202,"nombre 7312.02, Anne Arundel County, Maryland",7920,5472,10184200,37070000,170300,737800,201,28,147,0,0,2700,139,Baltimore,Baltimore-Columbia-Towson
24003740303,"nombre 7403.03, Anne Arundel County, Maryland",4579,3174,9895800,32600000,100200,310800,481,0,275,0,22,15500,534,Baltimore,Baltimore-Columbia-Towson
24003740603,"nombre 7406.03, Anne Arundel County, Maryland",2926,1293,6786300,66666666600,61300,181800,385,11,141,0,28,16500,378,Baltimore,Baltimore-Columbia-Towson
24003730604,"nombre 7306.04, Anne Arundel County, Maryland",7372,4878,14629500,52430000,322600,651500,396,0,261,0,0,18600,14,Baltimore,Baltimore-Columbia-Towson
24003740201,"nombre 7402.01, Anne Arundel County, Maryland",7474,5275,999036776,26920000,123600,208508,1363,0,682,0,0,26500,1261,Baltimore,Baltimore-Columbia-Towson
24003740602,"nombre 7406.02, Anne Arundel County, Maryland",3213,1523,6498100,2838168525,54900,146300,828,9,496,0,68,24500,445,Baltimore,Baltimore-Columbia-Towson
24003740800,"nombre 7408, Anne Arundel County, Maryland",4610,3475,10402000,37600000,124537,370500,333,906,92,900,16,18700,268,Baltimore,Baltimore-Columbia-Towson
24003701101,"nombre 7011.01, Anne Arundel County, Maryland",4059,2864,11980100,50140000,149700,378600,73,906,21,0,0,0,179,Baltimore,Baltimore-Columbia-Towson
24003750201,"nombre 7502.01, Anne Arundel County, Maryland",3154,2241,4680600,19400000,34900,154400,852,0,111,0,27,14400,476,Baltimore,Baltimore-Columbia-Towson
24003750400,"nombre 7504, Anne Arundel County, Maryland",3947,3085,9355800,31570000,104700,342900,120,0,177,13000,0,3000,61,Baltimore,Baltimore-Columbia-Towson
24003701300,"nombre 7013, Anne Arundel County, Maryland",7790,5431,11984400,50930000,243700,638800,873,0,69,0,0,23600,224,Baltimore,Baltimore-Columbia-Towson
24003706600,"nombre 7066, Anne Arundel County, Maryland",5398,3553,10606400,46690000,217800,386400,725,9,96,0,0,2700,686,Baltimore,Baltimore-Columbia-Towson
24003731102,"nombre 7311.02, Anne Arundel County, Maryland",7658,5253,12125000,43440000,320200,208508,157,0,99,0,46,6800,99,Baltimore,Baltimore-Columbia-Towson
24003731303,"nombre 7313.03, Anne Arundel County, Maryland",6838,4933,999036776,43370000,139100,647300,906,0,496,0,26,16600,25,Baltimore,Baltimore-Columbia-Towson
24003731308,"nombre 7508.04, Anne Arundel County, Maryland",3898,2761,8937500,25600000,49000,354800,69,0,87,507,0,11900,75,Baltimore,Baltimore-Columbia-Towson
24003750804,"nombre 7508.04, Anne Arundel County, Maryland",3591,2780,6392200,23860000,0,258400,295,9,246,0,0,15300,304,Baltimore,Baltimore-Columbia-Towson
24003731307,"nombre 7313.07, Anne Arundel County, Maryland",6530,4362,9002800,28310000,107400,582400,336,0,51,0,0,18600,133,Baltimore,Baltimore-Columbia-Towson
24003730502,"nombre 7305.02, Anne Arundel County, Maryland",5953,4215,8240400,29160000,121600,358500,1487,0,316,0,0,29100,274,Baltimore,Baltimore-Columbia-Towson
24003730504,"nombre 7305.04, Anne Arundel County, Maryland",7430,5330,8927400,27020000,209400,426900,2305,0,190,0,0,0,264,Baltimore,Baltimore-Columbia-Towson
24003731002,"nombre 7310.02, Anne Arundel County, Maryland",4540,2622,10516100,37380000,123600,270200,303,0,82,0,0,13800,346,Baltimore,Baltimore-Columbia-Towson
24003731310,"nombre 7313.10, Anne Arundel County, Maryland",5612,3680,9679200,27270000,71400,483400,460,5,119,0,0,3500,159,Baltimore,Baltimore-Columbia-Towson
24003731311,"nombre 7313.11, Anne Arundel County, Maryland",8123,5247,10576900,25790000,0,618000,529,0,92,0,0,44100,881,Baltimore,Baltimore-Columbia-Towson
24003740102,"nombre 7401.02, Anne Arundel County, Maryland",4540,7714,0,35650000,404400,544400,2021,41,1794,0,0,40600,816,Baltimore,Baltimore-Columbia-Towson
24003740400,"nombre 7404, Anne Arundel County, Maryland",5849,5129,66666666600,66666666600,15800,156600,3860,906,11,0,0,11700,277,Baltimore,Baltimore-Columbia-Towson
24003741000,"nombre 7410, Anne Arundel County, Maryland",2438,1685,14236100,43990000,69900,192500,156,67,120,0,0,5300,184,Baltimore,Baltimore-Columbia-Towson
24003750900,"nombre 7509, Anne Arundel County, Maryland",2949,2121,6276800,24230000,37900,214300,163,38,148,0,0,14700,310,Baltimore,Baltimore-Columbia-Towson
24003751000,"nombre 7510, Anne Arundel County, Maryland",4232,2941,6805900,22560000,43200,304200,464,0,21,4800,25,6700,565,Baltimore,Baltimore-Columbia-Towson
24003702500,"nombre 7025, Anne Arundel County, Maryland",4540,4271,8848200,50940000,154300,276000,1942,0,92,0,0,20200,953,Baltimore,Baltimore-Columbia-Towson
24003702100,"nombre 7021, Anne Arundel County, Maryland",7148,5078,12341900,39970000,251000,602900,453,0,496,0,0,21800,389,Baltimore,Baltimore-Columbia-Towson
24003702402,"nombre 7024.02, Anne Arundel County, Maryland",6341,3117,10728300,51210000,314500,569800,174,11,144,0,0,12200,192,Baltimore,Baltimore-Columbia-Towson
24003730100,"nombre 7301, Anne Arundel County, Maryland",10861,7408,10270000,0,258400,811200,1450,0,399,0,60,45700,383,Baltimore,Baltimore-Columbia-Towson
24003730203,"nombre 7302.03, Anne Arundel County, Maryland",5538,3117,4677900,25700000,80500,276300,1459,0,208,3900,0,12500,944,Baltimore,Baltimore-Columbia-Towson
24003730204,"nombre 7302.04, Anne Arundel County, Maryland",6162,4196,6516300,25440000,77400,347600,1635,61,334,7400,0,13600,446,Baltimore,Baltimore-Columbia-Towson
24003701200,"nombre 7012, Anne Arundel County, Maryland",8656,5925,13003600,44580000,246000,823700,121,0,0,0,0,8300,215,Baltimore,Baltimore-Columbia-Towson
24003730601,"nombre 7306.01, Anne Arundel County, Maryland",6993,4622,17427100,59980000,327400,627500,0,11,398,507,20,8300,871,Baltimore,Baltimore-Columbia-Towson
24003730603,"nombre 7306.03, Anne Arundel County, Maryland",3054,2044,12101600,46340000,86400,252200,113,18,297,0,35,6900,0,Baltimore,Baltimore-Columbia-Towson
24003731103,"nombre 7311.03, Anne Arundel County, Maryland",5300,3534,11473000,40450000,124537,424100,411,21,496,0,0,6900,243,Baltimore,Baltimore-Columbia-Towson
24003731204,"nombre 7312.04, Anne Arundel County, Maryland",6284,4460,8258900,35460000,140300,528300,325,0,255,0,0,10600,315,Baltimore,Baltimore-Columbia-Towson
24003731306,"nombre 7313.06, Anne Arundel County, Maryland",5904,4374,8800000,44420000,100400,540300,90,40,60,0,0,14900,162,Baltimore,Baltimore-Columbia-Towson
24003740105,"nombre 7401.05, Anne Arundel County, Maryland",3769,2093,6268500,31860000,54000,69600,2438,0,232,0,7,14200,254,Baltimore,Baltimore-Columbia-Towson
24003706401,"nombre 7064.01, Anne Arundel County, Maryland",7855,4969,6994500,25420000,138500,247600,1060,0,77,0,0,5500,493,Baltimore,Baltimore-Columbia-Towson
24003730700,"nombre 7307, Anne Arundel County, Maryland",7487,4909,11843300,50380000,298600,653000,344,36,63,0,14,21300,287,Baltimore,Baltimore-Columbia-Towson
24003731203,"nombre 7312.03, Anne Arundel County, Maryland",7132,4844,12503500,44070000,244500,648500,205,0,66,0,0,16100,215,Baltimore,Baltimore-Columbia-Towson
24003740500,"nombre 7405, Anne Arundel County, Maryland",10675,7290,11048600,32360000,407100,248500,6594,0,776,0,0,29600,524,Baltimore,Baltimore-Columbia-Towson
24003740601,"nombre 7406.01, Anne Arundel County, Maryland",3981,2111,7634300,23820000,82000,211100,856,7,157,0,11,42500,414,Baltimore,Baltimore-Columbia-Towson
24003750101,"nombre 7501.01, Anne Arundel County, Maryland",4294,2808,5549200,19830000,45700,259100,605,82,72,1400,11,38400,535,Baltimore,Baltimore-Columbia-Towson
24003750801,"nombre 7508.01, Anne Arundel County, Maryland",6391,4441,9490400,25650000,108400,519800,517,0,496,0,0,42400,125,Baltimore,Baltimore-Columbia-Towson
24003731201,"nombre 7312.01, Anne Arundel County, Maryland",6454,4249,13037000,51390000,280400,595600,2,0,62,0,33,8000,321,Baltimore,Baltimore-Columbia-Towson
24003740103,"nombre 7401.03, Anne Arundel County, Maryland",8677,6182,11354400,32730000,251700,400300,2621,2,776,3600,0,42500,814,Baltimore,Baltimore-Columbia-Towson
24003730902,"nombre 7309.02, Anne Arundel County, Maryland",4156,2908,16659100,66870000,190000,349100,178,11,65,0,0,8800,323,Baltimore,Baltimore-Columbia-Towson
24003750202,"nombre 7502.02, Anne Arundel County, Maryland",3394,3117,999036776,22130000,35000,236400,228,0,138,0,0,8300,581,Baltimore,Baltimore-Columbia-Towson
24003740104,"nombre 7401.04, Anne Arundel County, Maryland",8549,5353,9768800,2838168525,259200,285700,4016,0,601,0,13,32800,734,Baltimore,Baltimore-Columbia-Towson
24003707001,"nombre 7070.01, Anne Arundel County, Maryland",6242,4317,0,30840000,118100,528100,604,0,39,0,0,11800,200,Baltimore,Baltimore-Columbia-Towson
24003706402,"nombre 7064.02, Anne Arundel County, Maryland",3099,2364,7197900,36330000,93400,148300,981,45,23,0,0,4400,568,Baltimore,Baltimore-Columbia-Towson
24003702208,"nombre 7022.08, Anne Arundel County, Maryland",7139,4825,11105700,31520000,302000,434400,1293,0,609,0,16,43700,440,Baltimore,Baltimore-Columbia-Towson
24003751700,"nombre 7517, Anne Arundel County, Maryland",2866,2123,17260400,66880000,103600,230500,251,0,138,0,0,3200,140,Baltimore,Baltimore-Columbia-Towson
24003751600,"nombre 7516, Anne Arundel County, Maryland",5197,4571,8129500,37350000,201800,484800,168,16,134,0,0,3000,1,Baltimore,Baltimore-Columbia-Towson
24003751400,"nombre 7514, Anne Arundel County, Maryland",3935,2895,10368200,35730000,89300,243500,953,12,226,0,0,16800,141,Baltimore,Baltimore-Columbia-Towson
24003751200,"nombre 7512, Anne Arundel County, Maryland",4254,2842,9728400,31800000,95300,387600,144,0,128,0,27,4300,36,Baltimore,Baltimore-Columbia-Towson
24003751500,"nombre 7515, Anne Arundel County, Maryland",7021,4768,7145100,25620000,93900,244500,2502,0,326,0,0,3600,1712,Baltimore,Baltimore-Columbia-Towson
